physician_id,raters_group,completed_by,rater_name,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_listens_to_patients_and_their_families_concerns_and_responds_to_them_thoroughly,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_treats_patients_with_dignity_irrespective_of_their_religion_culture_age_race_sexual_orientation_gender_and_socio_economic_status,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_respects_patients_confidentiality_i_e_does_not_discuss_confidential_patient_information_in_areas_where_others_can_overhear_the_conversation_like_hallways_elevators_coffee_shops_etc,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_takes_time_to_explain_to_patients_their_medical_condition_treatment_options_methods_utilized_and_outcomes,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_treats_healthcare_workers_with_dignity_irrespective_of_their_religion_culture_age_race_sexual_orientation_and_gender,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_uses_respectful_language_with_other_healthcare_workers_i_e_avoids_abusive_language_offensive_comments_racial_or_ethnic_slurs_threats_of_violence_and_foul_or_rude_intimidating_language,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_responds_in_timely_fashion_to_phone_calls_and_paging_regarding_patient_care,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_arrives_on_time_to_scheduled_appointments_i_e_clinic_or_rounds_shift_etc,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_receptive_to_the_suggestions_and_concerns_of_other_healthcare_coworkers_both_physician_and_non_physician_health_providers,q_aubmc_evaluation_of_medical_staff_behavior_form_for_s_fn_s_ln_md_communicates_directly_and_clearly_with_healthcare_workers_both_physician_and_non_physician_health_providers_about_patient_care,comments,fillout_date
PHYS_f8e4d4614698,Medical Staff,PHYS_770578474e67,PHYS_af03e58d738c,,,,,,,,,,,NONE,06/16/25 12:45 PM
PHYS_f4a3c5b0c273,Medical Staff,PHYS_770578474e67,PHYS_af03e58d738c,,,,,,,,,,,NONE,06/16/25 12:44 PM
PHYS_5d72b8a63454,Medical Staff,PHYS_770578474e67,PHYS_af03e58d738c,,,,,,,,,,,NONE,06/16/25 12:45 PM
PHYS_f1e37c991380,Medical Staff,PHYS_770578474e67,PHYS_af03e58d738c,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,NONE,06/16/25 12:46 PM
PHYS_ef6c8ad04790,Medical Staff,PHYS_770578474e67,PHYS_af03e58d738c,,,,,,,,,,,NONE,06/16/25 12:45 PM
PHYS_60ee248ad967,Medical Staff,PHYS_cd3ec9c3b39a,PHYS_4f86d9b39783,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/08/2025 17:18
PHYS_cea13f9cac15,Medical Staff,PHYS_cd3ec9c3b39a,PHYS_4f86d9b39783,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/08/2025 17:18
PHYS_4aeacdb3a4a6,Medical Staff,PHYS_cd3ec9c3b39a,PHYS_4f86d9b39783,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/08/2025 17:18
PHYS_37dfdb6f29eb,Medical Staff,PHYS_cd3ec9c3b39a,PHYS_4f86d9b39783,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/08/2025 17:17
PHYS_4e77fb1f767d,Medical Staff,PHYS_cd3ec9c3b39a,PHYS_4f86d9b39783,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/08/2025 17:17
PHYS_60ee248ad967,Medical Staff,PHYS_85968c4bf4d1,PHYS_06bc522849e8,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/02/2025 17:21
PHYS_cea13f9cac15,Medical Staff,PHYS_85968c4bf4d1,PHYS_06bc522849e8,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/02/2025 17:21
PHYS_4aeacdb3a4a6,Medical Staff,PHYS_85968c4bf4d1,PHYS_06bc522849e8,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/02/2025 17:21
PHYS_37dfdb6f29eb,Medical Staff,PHYS_85968c4bf4d1,PHYS_06bc522849e8,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/02/2025 17:20
PHYS_4e77fb1f767d,Medical Staff,PHYS_85968c4bf4d1,PHYS_06bc522849e8,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/02/2025 17:21
PHYS_3be61421ac27,Medical Staff,PHYS_fb8d37c0a420,PHYS_8fc367a9b9af,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,D/A,06/23/25 09:11 AM
PHYS_0b154e62147a,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 17:34
PHYS_9facd75e78af,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:27
PHYS_2ab54f384310,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:28
PHYS_890d65abe662,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:28
PHYS_57b12d3fa561,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 17:28
PHYS_3be61421ac27,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:29
PHYS_6ed006a1754d,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:29
PHYS_d980aca02559,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 17:30
PHYS_3092b5fd6b03,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:30
PHYS_62f1bae5c53b,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 17:30
PHYS_181ce205eac5,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 17:30
PHYS_0a63f66fcd2d,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:31
PHYS_0c6befa9bb8a,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 17:31
PHYS_53548c7a9704,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:32
PHYS_134fc473142b,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:32
PHYS_1b486a9e38a8,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:33
PHYS_d8ccf1500bf7,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:33
PHYS_614bab004c69,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:35
PHYS_e89c61e87d73,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:29
PHYS_02c500d8cb86,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:31
PHYS_21f122001425,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 17:32
PHYS_8f05f1a538fb,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:33
PHYS_f940253b51c8,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:34
PHYS_f865b2d06c16,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:34
PHYS_183de6ed35cf,Hospital Staff,PHYS_e68a905255f0,PHYS_39ff7e68ca1e,,,,,,,,,,,D/A,06/09/2025 17:35
PHYS_4a8090d81fa2,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 12:42
PHYS_2401bb3f8ee0,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 12:43
PHYS_bd9d261c765d,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 12:40
PHYS_645df9a1917f,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 12:41
PHYS_14f9b9c484ab,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,,,,4.0,D/A,07/07/2025 08:03
PHYS_d405cd7aa8ea,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 12:41
PHYS_d4c23ee697dc,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 12:42
PHYS_2f693cd39f3a,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,,,,4.0,D/A,07/07/2025 08:05
PHYS_86b3510033de,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,D/A,07/07/2025 08:03
PHYS_796363ed88b6,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 12:41
PHYS_581bbef004e2,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 12:42
PHYS_6ba27db1e944,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 12:41
PHYS_437571541151,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,,,,,,,,,,,D/A,07/07/2025 08:05
PHYS_e74ee551fa09,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/07/2025 08:04
PHYS_a7715e5b65f0,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 12:42
PHYS_3d4ce6827916,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 12:43
PHYS_0c7fca4357ff,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 12:43
PHYS_5a42763cd787,Hospital Staff,PHYS_e1ebbf77d9f3,PHYS_44574ddc468f,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 12:40
PHYS_abc008f2ef9c,Medical Staff,PHYS_1091cd3b36be,PHYS_3dfd4c19986b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 07:20
PHYS_72576b499f11,Medical Staff,PHYS_1091cd3b36be,PHYS_3dfd4c19986b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 07:20
PHYS_ec334b6ce571,Medical Staff,PHYS_1091cd3b36be,PHYS_3dfd4c19986b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 07:20
PHYS_088c3a358426,Medical Staff,PHYS_1091cd3b36be,PHYS_3dfd4c19986b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 07:19
PHYS_e99cfcaa6789,Medical Staff,PHYS_1091cd3b36be,PHYS_3dfd4c19986b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 07:19
PHYS_9c82245b0a5d,Medical Staff,PHYS_1091cd3b36be,PHYS_3dfd4c19986b,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 07:19
PHYS_bd9d261c765d,Medical Staff,PHYS_6cf0a668971b,PHYS_b23faa2a7255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 08:14
PHYS_645df9a1917f,Medical Staff,PHYS_6cf0a668971b,PHYS_b23faa2a7255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 08:15
PHYS_14f9b9c484ab,Medical Staff,PHYS_6cf0a668971b,PHYS_b23faa2a7255,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 08:21
PHYS_d405cd7aa8ea,Medical Staff,PHYS_6cf0a668971b,PHYS_b23faa2a7255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 08:15
PHYS_d4c23ee697dc,Medical Staff,PHYS_6cf0a668971b,PHYS_b23faa2a7255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 08:16
PHYS_2f693cd39f3a,Medical Staff,PHYS_6cf0a668971b,PHYS_b23faa2a7255,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,D/A,06/09/2025 08:18
PHYS_727b93c1b6a7,Medical Staff,PHYS_6cf0a668971b,PHYS_b23faa2a7255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 08:17
PHYS_0c1628118176,Medical Staff,PHYS_6cf0a668971b,PHYS_b23faa2a7255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 08:20
PHYS_cba2ea3a0d88,Medical Staff,PHYS_6cf0a668971b,PHYS_b23faa2a7255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 08:20
PHYS_7d4639603244,Medical Staff,PHYS_6cf0a668971b,PHYS_b23faa2a7255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 08:21
PHYS_b55c7f237e30,Medical Staff,PHYS_6cf0a668971b,PHYS_b23faa2a7255,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 08:15
PHYS_1a2e8d658c0d,Hospital Staff,PHYS_34c01a63191e,PHYS_f9f690794abb,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/02/2025 09:02
PHYS_a98a78e03fde,Hospital Staff,PHYS_34c01a63191e,PHYS_f9f690794abb,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/02/2025 09:02
PHYS_123492dbdd6e,Hospital Staff,PHYS_34c01a63191e,PHYS_f9f690794abb,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/02/2025 09:01
PHYS_dba0531c12ff,Hospital Staff,PHYS_34c01a63191e,PHYS_f9f690794abb,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/02/2025 09:03
PHYS_50ac2c9535c2,Hospital Staff,PHYS_da918266d4f1,PHYS_2fb57f2e3237,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 08:12
PHYS_17b1b91e9add,Hospital Staff,PHYS_d25f91408b5c,PHYS_fe4d6982d7f3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/02/2025 09:24
PHYS_674ccaddbf58,Hospital Staff,PHYS_d25f91408b5c,PHYS_fe4d6982d7f3,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,D/A,06/02/2025 09:25
PHYS_719ec762a045,Hospital Staff,PHYS_d25f91408b5c,PHYS_fe4d6982d7f3,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,D/A,06/02/2025 09:26
PHYS_20d7b55adae1,Hospital Staff,PHYS_d25f91408b5c,PHYS_fe4d6982d7f3,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/02/2025 09:27
PHYS_50ac2c9535c2,Hospital Staff,PHYS_f10e3cffeb25,PHYS_3fd92852e4d6,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/16/25 07:37 AM
PHYS_727b93c1b6a7,Hospital Staff,PHYS_3da9882ba1a2,PHYS_113463902102,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/07/2025 17:04
PHYS_0c1628118176,Hospital Staff,PHYS_3da9882ba1a2,PHYS_113463902102,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/07/2025 17:05
PHYS_cba2ea3a0d88,Hospital Staff,PHYS_3da9882ba1a2,PHYS_113463902102,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/07/2025 17:04
PHYS_7d4639603244,Hospital Staff,PHYS_3da9882ba1a2,PHYS_113463902102,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/07/2025 17:05
PHYS_b55c7f237e30,Hospital Staff,PHYS_3da9882ba1a2,PHYS_113463902102,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/07/2025 17:03
PHYS_a4882d110f22,Hospital Staff,PHYS_3da9882ba1a2,PHYS_113463902102,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,08/07/2025 17:02
PHYS_7936c3398396,Medical Staff,PHYS_dd7a1ea69372,PHYS_9ed52259ec81,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/25 11:02 AM
PHYS_f24b5ac4ffcc,Medical Staff,PHYS_dd7a1ea69372,PHYS_9ed52259ec81,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/25 11:02 AM
PHYS_9559b23f8d4b,Medical Staff,PHYS_dd7a1ea69372,PHYS_9ed52259ec81,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/25 11:02 AM
PHYS_155ddef11442,Medical Staff,PHYS_dd7a1ea69372,PHYS_9ed52259ec81,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/25 11:01 AM
PHYS_75f2f98bdf72,Medical Staff,PHYS_dd7a1ea69372,PHYS_9ed52259ec81,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/25 10:59 AM
PHYS_dc16685e7615,Medical Staff,PHYS_dd7a1ea69372,PHYS_9ed52259ec81,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/25 11:00 AM
PHYS_3ed9f4f595ea,Medical Staff,PHYS_dd7a1ea69372,PHYS_9ed52259ec81,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/25 10:59 AM
PHYS_de3a95430804,Medical Staff,PHYS_dd7a1ea69372,PHYS_9ed52259ec81,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/25 10:59 AM
PHYS_81a7aa72e7dc,Medical Staff,PHYS_dd7a1ea69372,PHYS_9ed52259ec81,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/25 10:57 AM
PHYS_9ae8114ad5ec,Medical Staff,PHYS_dd7a1ea69372,PHYS_9ed52259ec81,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,D/A,07/21/25 11:01 AM
PHYS_ed3fe1ca099a,Medical Staff,PHYS_dd7a1ea69372,PHYS_9ed52259ec81,3.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,D/A,07/21/25 10:58 AM
PHYS_188031344e32,Medical Staff,PHYS_dd7a1ea69372,PHYS_9ed52259ec81,,,,,,,,,,,D/A,07/21/25 11:00 AM
PHYS_cb0a8cb3e016,Medical Staff,PHYS_dd7a1ea69372,PHYS_9ed52259ec81,,,,,,,,,,,D/A,07/21/25 11:00 AM
PHYS_32af8107edf8,Faculty Self-Evaluation,PHYS_32af8107edf8,PHYS_26ed48dcd043,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Apply the core values at AUBMC.,06/02/2025 09:04
PHYS_2b39351adae2,Hospital Staff,PHYS_d1ba1d5c450a,PHYS_eb3606cda243,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/09/2025 08:41
PHYS_727b93c1b6a7,Hospital Staff,PHYS_b387eb5e9857,PHYS_cb3e62d21e79,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,D/A,06/10/2025 17:22
PHYS_0c1628118176,Hospital Staff,PHYS_b387eb5e9857,PHYS_cb3e62d21e79,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/10/2025 17:23
PHYS_cba2ea3a0d88,Hospital Staff,PHYS_b387eb5e9857,PHYS_cb3e62d21e79,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,D/A,06/10/2025 17:23
PHYS_7d4639603244,Hospital Staff,PHYS_b387eb5e9857,PHYS_cb3e62d21e79,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,D/A,06/10/2025 17:24
PHYS_b55c7f237e30,Hospital Staff,PHYS_b387eb5e9857,PHYS_cb3e62d21e79,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,D/A,06/10/2025 17:22
PHYS_7aa4bfb13ec8,Hospital Staff,PHYS_65719c04667a,PHYS_19dd1ed47535,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,D/A,06/09/2025 12:33
PHYS_44aa26beae78,Hospital Staff,PHYS_65719c04667a,PHYS_19dd1ed47535,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,D/A,06/09/2025 12:38
PHYS_ac7336a02460,Hospital Staff,PHYS_65719c04667a,PHYS_19dd1ed47535,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,"biased with staff work closely with him. angry bursts very common , demeaning to ppl who work professionally with him.",06/09/2025 12:42
PHYS_7e2b1beb5fa0,Hospital Staff,PHYS_65719c04667a,PHYS_19dd1ed47535,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,D/A,06/09/2025 12:33
PHYS_177f77b135b4,Hospital Staff,PHYS_65719c04667a,PHYS_19dd1ed47535,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,D/A,06/09/2025 12:37
PHYS_b52b9a0ebf16,Hospital Staff,PHYS_65719c04667a,PHYS_19dd1ed47535,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,D/A,06/09/2025 12:38
PHYS_85c37beeac3a,Hospital Staff,PHYS_65719c04667a,PHYS_19dd1ed47535,,,,,4.0,3.0,3.0,4.0,1.0,2.0,D/A,06/09/2025 12:32
PHYS_66c9388ca309,Hospital Staff,PHYS_65719c04667a,PHYS_19dd1ed47535,3.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,D/A,06/09/2025 12:34
PHYS_2dd4c5aa0461,Hospital Staff,PHYS_65719c04667a,PHYS_19dd1ed47535,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,biased with staff. focus on friend in staff. include herself in office gossip and encourage it. advise staff how to challenge adminstration,06/09/2025 12:40
PHYS_8aa04f92bb46,Hospital Staff,PHYS_65719c04667a,PHYS_19dd1ed47535,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,He alwys disrespects staff when they r not around calling them stupid. He always call all the team working with him direct or indirect stupid when they are not there. also ppl in administration. ,06/09/2025 12:36
PHYS_ab0304feac1b,Faculty Self-Evaluation,PHYS_ab0304feac1b,PHYS_2315ba7ab3ce,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,D/A,06/16/25 08:46 AM
PHYS_55de23dce1a6,Hospital Staff,PHYS_54bd021d7f47,PHYS_70e31573ed15,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,D/A,06/23/25 10:23 AM
PHYS_a94e0cb739e1,Hospital Staff,PHYS_54bd021d7f47,PHYS_70e31573ed15,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,D/A,06/23/25 10:23 AM
PHYS_0e2a403e9a4c,Faculty Self-Evaluation,PHYS_0e2a403e9a4c,PHYS_a30cb7753e15,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,.,06/03/2025 23:08
PHYS_90673957dd97,Hospital Staff,PHYS_5420e5421d33,PHYS_2922493b8a13,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,D/A,06/02/2025 12:09
PHYS_b17c032f113b,Hospital Staff,PHYS_8714f3ed37d9,PHYS_437eb4d4711a,,,,,,,,,,,We have no contact with him.,07/25/25 03:08 PM
PHYS_e50bfbdbd41d,Hospital Staff,PHYS_8714f3ed37d9,PHYS_437eb4d4711a,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,D/A,07/25/25 03:11 PM
PHYS_753edaf7505f,Hospital Staff,PHYS_8714f3ed37d9,PHYS_437eb4d4711a,,,,,,,,,,,D/A,07/25/25 03:11 PM
